"","var1","var2","value"
"182","SR-3801","SR-1371",-0.0768824919902931
"183","SR-3951","SR-1371",0.0950748088078748
"184","SR-3952","SR-1371",0.41284469762726
"185","SR-3981","SR-1371",0.214782970203227
"186","SR-4407","SR-1371",-0.0497113584444177
"187","SR-4590","SR-1371",-0.0697379967546309
"188","SR-4781","SR-1371",0.463404834154459
"189","SR-5006","SR-1371",0.0474921803869583
"190","SR-5849","SR-1371",0.488611661920652
"191","SR-6021","SR-1371",0.391124094360429
"192","SR-6215","SR-1371",-0.129703461233442
"193","SR-6269","SR-1371",0.30817224813717
"194","SR-6773","SR-1371",0.263441945258205
"195","SR-6799","SR-1371",-0.284366781640858
"196","SR-6971","SR-1371",0.124126859468952
"197","SR-6977","SR-1371",-0.152755585825153
"198","SR-7255","SR-1371",0.376064931573786
"199","SR-7492","SR-1371",0.495446582742519
"200","SR-7758","SR-1371",-0.0741316664621425
"201","SR-8607","SR-1371",0.393289286618002
"202","SR-8621","SR-1371",0.239980109763483
"203","SR-8746","SR-1371",-0.0308720737804065
"204","SR-8929","SR-1371",0.296222958575134
"205","SR-9436","SR-1371",0.259734738645763
"206","SR-9827","SR-1371",0.241136380374135
"207","SR-9907","SR-1371",0.210752944431904
"208","SR-2610","SR-2579",0.181202695619009
"209","SR-2758","SR-2579",0.106216265380601
"210","SR-3011","SR-2579",0.557400178073388
"211","SR-30461","SR-2579",-0.345070949803331
"212","SR-3274","SR-2579",0.767277608169747
"213","SR-3801","SR-2579",-0.0282050749806431
"214","SR-3951","SR-2579",0.0769357902653518
"215","SR-3952","SR-2579",0.335246914559806
"216","SR-3981","SR-2579",0.1677153594024
"217","SR-4407","SR-2579",-0.0988474118410576
"218","SR-4590","SR-2579",-0.0439140669946091
"219","SR-4781","SR-2579",0.42245416286055
"220","SR-5006","SR-2579",0.0751860797804457
"221","SR-5849","SR-2579",0.4304503670427
"222","SR-6021","SR-2579",0.396384169640323
"223","SR-6215","SR-2579",-0.25119552379446
"224","SR-6269","SR-2579",0.234574753399855
"225","SR-6773","SR-2579",0.172680121878901
"226","SR-6799","SR-2579",-0.225371516324571
"227","SR-6971","SR-2579",0.103697322221085
"228","SR-6977","SR-2579",-0.174510207781851
"229","SR-7255","SR-2579",0.321513497169298
"230","SR-7492","SR-2579",0.465075052052847
"231","SR-7758","SR-2579",-0.161439313164312
"232","SR-8607","SR-2579",0.341967323392144
"233","SR-8621","SR-2579",0.17559382810849
"234","SR-8746","SR-2579",-0.0474258225411335
"235","SR-8929","SR-2579",0.225448302985386
"236","SR-9436","SR-2579",0.276180479499224
"237","SR-9827","SR-2579",0.193050204043515
"238","SR-9907","SR-2579",0.143409294582584
"239","SR-2758","SR-2610",0.0472243867043089
"240","SR-3011","SR-2610",-0.00744634368167177
"241","SR-30461","SR-2610",0.0375537142983454
"242","SR-3274","SR-2610",0.156581141433778
"243","SR-3801","SR-2610",0.124867167510086
"244","SR-3951","SR-2610",0.173109831504369
"245","SR-3952","SR-2610",0.178646863337717
"246","SR-3981","SR-2610",0.0996571413022464
"247","SR-4407","SR-2610",0.086339453120122
"248","SR-4590","SR-2610",0.0156195007588022
"249","SR-4781","SR-2610",0.231161969612017
"250","SR-5006","SR-2610",0.170096824343956
"251","SR-5849","SR-2610",-0.2078509494349
"252","SR-6021","SR-2610",0.277036950826418
"253","SR-6215","SR-2610",-0.0244754222549226
"254","SR-6269","SR-2610",0.17044140657894
"255","SR-6773","SR-2610",0.0982813974401996
"256","SR-6799","SR-2610",0.156860094481784
"257","SR-6971","SR-2610",0.101096986241378
"258","SR-6977","SR-2610",0.159900840091962
"259","SR-7255","SR-2610",0.362551646323603
"260","SR-7492","SR-2610",0.274707617582598
"261","SR-7758","SR-2610",0.0442938056494833
"262","SR-8607","SR-2610",0.196780044188207
"263","SR-8621","SR-2610",0.243150107397519
