"","var1","var2","value"
"532","SR-9907","SR-4781",0.454477251183612
"533","SR-5849","SR-5006",0.115084227133409
"534","SR-6021","SR-5006",0.204238837252889
"535","SR-6215","SR-5006",0.173740211220858
"536","SR-6269","SR-5006",0.226742691854523
"537","SR-6773","SR-5006",-0.221490635116078
"538","SR-6799","SR-5006",0.838864900496739
"539","SR-6971","SR-5006",0.469432947237869
"540","SR-6977","SR-5006",0.807846592324412
"541","SR-7255","SR-5006",0.00490997045580114
"542","SR-7492","SR-5006",0.362788275866217
"543","SR-7758","SR-5006",0.0224366728054639
"544","SR-8607","SR-5006",0.378768184405093
"545","SR-8621","SR-5006",0.246590801147941
"546","SR-8746","SR-5006",0.803671061502171
"547","SR-8929","SR-5006",0.101940286467183
"548","SR-9436","SR-5006",0.149113891701067
"549","SR-9827","SR-5006",0.377788453718943
"550","SR-9907","SR-5006",0.270718396835688
"551","SR-6021","SR-5849",0.599310962356458
"552","SR-6215","SR-5849",0.636342457485051
"553","SR-6269","SR-5849",0.597374818121657
"554","SR-6773","SR-5849",-0.252001292064659
"555","SR-6799","SR-5849",0.210570217891303
"556","SR-6971","SR-5849",0.519624713618085
"557","SR-6977","SR-5849",0.271472411854367
"558","SR-7255","SR-5849",0.558248392185335
"559","SR-7492","SR-5849",0.575645601825066
"560","SR-7758","SR-5849",0.350770398640008
"561","SR-8607","SR-5849",0.552468833840511
"562","SR-8621","SR-5849",0.627210201836189
"563","SR-8746","SR-5849",0.264085611548829
"564","SR-8929","SR-5849",0.67687266935392
"565","SR-9436","SR-5849",0.604410454581706
"566","SR-9827","SR-5849",0.54603337064012
"567","SR-9907","SR-5849",0.707798310095695
"568","SR-6215","SR-6021",0.631682818961771
"569","SR-6269","SR-6021",0.779160503806281
"570","SR-6773","SR-6021",-0.420115288997321
"571","SR-6799","SR-6021",0.330982767143679
"572","SR-6971","SR-6021",0.724604940896758
"573","SR-6977","SR-6021",0.325361812440505
"574","SR-7255","SR-6021",0.712595154454267
"575","SR-7492","SR-6021",0.721557525208763
"576","SR-7758","SR-6021",0.396918889580036
"577","SR-8607","SR-6021",0.776090987958105
"578","SR-8621","SR-6021",0.78983780249118
"579","SR-8746","SR-6021",0.438445728099316
"580","SR-8929","SR-6021",0.689208649473625
"581","SR-9436","SR-6021",0.361081648260491
"582","SR-9827","SR-6021",0.717870339101722
"583","SR-9907","SR-6021",0.675283669720008
"584","SR-6269","SR-6215",0.648811183787636
"585","SR-6773","SR-6215",-0.0681851299762189
"586","SR-6799","SR-6215",0.297574574499799
"587","SR-6971","SR-6215",0.681626634100198
"588","SR-6977","SR-6215",0.20236286089077
"589","SR-7255","SR-6215",0.622757865458396
"590","SR-7492","SR-6215",0.619304756694438
"591","SR-7758","SR-6215",0.745062171659906
"592","SR-8607","SR-6215",0.647957550597188
"593","SR-8621","SR-6215",0.846835394106241
"594","SR-8746","SR-6215",0.314860766248946
"595","SR-8929","SR-6215",0.742826978180812
"596","SR-9436","SR-6215",0.532593852987904
"597","SR-9827","SR-6215",0.768120066395493
"598","SR-9907","SR-6215",0.829804529599047
"599","SR-6773","SR-6269",-0.116167724040332
"600","SR-6799","SR-6269",0.327288203239627
